0001,WORKERS,09/01/2013 00:00:00,12/31/2015 00:00:00,00012346
0002,ASSOCIATES,09/01/2013 00:00:00,12/31/2015 00:00:00,00012346
0003,MANAGERS,09/01/2013 00:00:00,12/31/2015 00:00:00,00012346
0004,HRS,09/01/2013 00:00:00,12/31/2015 00:00:00,00012346
0007,SECURITY,09/01/2013 00:00:00,12/31/2015 00:00:00,00012346
0001,WORKERS,03/01/2013 00:00:00,12/31/2017 00:00:00,00012348
0002,ASSOCIATES,03/01/2013 00:00:00,12/31/2017 00:00:00,00012348
0003,MANAGERS,03/01/2013 00:00:00,12/31/2017 00:00:00,00012348
0004,HRS,03/01/2013 00:00:00,12/31/2017 00:00:00,00012348
0005,DIRECTORS,03/01/2013 00:00:00,12/31/2017 00:00:00,00012348
0006,ADMINS,03/01/2013 00:00:00,12/31/2013 00:00:00,00012348
0007,SECURITY,03/01/2013 00:00:00,12/31/2017 00:00:00,00012348
0001,WORKERS,09/01/2012 00:00:00,12/31/2015 00:00:00,00012350
0002,ASSOCIATES,09/01/2012 00:00:00,12/31/2015 00:00:00,00012350
0003,MANAGERS,09/01/2012 00:00:00,12/31/2015 00:00:00,00012350
0005,DIRECTORS,09/01/2012 00:00:00,12/31/2015 00:00:00,00012361
0006,ADMINS,09/01/2012 00:00:00,12/31/2015 00:00:00,00012350
0007,SECURITY,09/01/2012 00:00:00,12/31/2015 00:00:00,00012350
0001,WORKERS,06/01/2012 00:00:00,12/31/2016 00:00:00,00012351
0002,ASSOCIATES,06/01/2012 00:00:00,12/31/2016 00:00:00,00012351
0003,MANAGERS,06/01/2012 00:00:00,12/31/2016 00:00:00,00012351
0004,HRS,06/01/2012 00:00:00,12/31/2016 00:00:00,00012351
0005,DIRECTORS,06/01/2012 00:00:00,12/31/2016 00:00:00,00012351
0007,SECURITY,06/01/2012 00:00:00,12/31/2016 00:00:00,00012351
0001,WORKERS,12/01/2011 00:00:00,12/31/2014 00:00:00,00012353
0002,ASSOCIATES,12/01/2011 00:00:00,12/31/2014 00:00:00,00012353
0003,MANAGERS,12/01/2011 00:00:00,12/31/2014 00:00:00,00012353
0004,HRS,12/01/2011 00:00:00,12/31/2014 00:00:00,00012353
0005,DIRECTORS,12/01/2011 00:00:00,12/31/2011 00:00:00,00012353
0006,ADMINS,12/01/2011 00:00:00,12/31/2014 00:00:00,00012353
0007,SECURITY,12/01/2011 00:00:00,12/31/2014 00:00:00,00012353
0001,WORKERS,09/01/2011 00:00:00,12/31/2015 00:00:00,00012354
0002,ASSOCIATES,09/01/2011 00:00:00,12/31/2015 00:00:00,00012361
